station,intensity,year,month,day,hour,minute,second,intensity_equip,acceleration_max_comb
3110000,1,1919,01,23,04,28,00. ,//,/////
3110000,1,1919,01,24,12,26,14. ,//,/////
3110000,1,1919,01,31,20,20,30. ,//,/////
3110000,1,1919,02,02,01,44,56. ,//,/////
3110000,1,1919,02,09,01,40,00. ,//,/////
3110000,1,1919,02,19,09,35,10. ,//,/////
3110000,1,1919,02,23,21,11,00. ,//,/////
3110000,1,1919,02,25,10,20,10. ,//,/////
3110000,1,1919,02,28,00,08,16. ,//,/////
3110000,1,1919,03,29,08,50,01. ,//,/////
3110000,1,1919,03,30,13,06,00. ,//,/////
3110000,3,1919,04,07,10,32,20. ,//,/////
3110000,1,1919,04,11,00,22,03. ,//,/////
3110000,1,1919,04,16,08,54,08. ,//,/////
3110000,1,1919,05,03,09,53,42. ,//,/////
3110000,1,1919,05,10,19,41,48. ,//,/////
3110000,1,1919,05,16,20,47,47. ,//,/////
3110000,3,1919,06,01,08,34,46. ,//,/////
3110000,1,1919,06,02,03,38,50. ,//,/////
3110000,1,1919,06,03,21,03,42. ,//,/////
3110000,1,1919,06,07,19,18,18. ,//,/////
3110000,1,1919,06,09,07,12,10. ,//,/////
3110000,1,1919,06,12,22,16,35. ,//,/////
3110000,1,1919,06,21,12,23,30. ,//,/////
3110000,1,1919,07,10,01,20,55. ,//,/////
3110000,1,1919,07,13,10,31,18. ,//,/////
3110000,1,1919,07,15,07,20,40. ,//,/////
3110000,1,1919,07,19,19,05,45. ,//,/////
3110000,1,1919,07,21,01,26,28. ,//,/////
3110000,1,1919,07,25,12,43,00. ,//,/////
3110000,2,1919,08,04,05,28,00. ,//,/////
3110000,1,1919,08,14,22,34,10. ,//,/////
3110000,1,1919,09,20,08,58,00. ,//,/////
3110000,1,1919,10,03,21,22,02. ,//,/////
3110000,2,1919,10,14,15,38,10. ,//,/////
3110000,1,1919,10,24,05,49,30. ,//,/////
3110000,1,1919,10,27,18,31,38. ,//,/////
3110000,1,1919,11,02,18,51,48. ,//,/////
3110000,3,1919,11,18,20,57,49. ,//,/////
3110000,1,1919,11,30,02,11,40. ,//,/////
3110000,1,1919,12,17,11,12,30. ,//,/////
3110000,1,1919,12,20,09,28,30. ,//,/////
3110000,1,1919,12,26,12,47,40. ,//,/////
3110000,1,1920,01,06,12,52,48. ,//,/////
3110000,1,1920,01,08,01,55,36. ,//,/////
3110000,1,1920,01,08,01,59,26. ,//,/////
3110000,2,1920,01,13,08,03,02. ,//,/////
3110000,2,1920,01,17,18,28,49. ,//,/////
3110000,1,1920,01,28,09,47,00. ,//,/////
3110000,1,1920,02,02,19,43,35. ,//,/////
3110000,1,1920,02,06,06,08,51. ,//,/////
3110000,1,1920,02,08,00,09,40. ,//,/////
3110000,2,1920,02,11,15,37,54. ,//,/////
3110000,1,1920,02,23,02,38,34. ,//,/////
3110000,1,1920,03,09,04,38,09. ,//,/////
3110000,1,1920,03,19,11,07,30. ,//,/////
3110000,1,1920,03,20,16,13,22. ,//,/////
3110000,1,1920,04,03,12,47,23. ,//,/////
3110000,1,1920,04,10,02,23,24. ,//,/////
3110000,1,1920,04,13,02,39,14. ,//,/////
3110000,1,1920,04,15,21,14,13. ,//,/////
3110000,1,1920,04,26,13,16,18. ,//,/////
3110000,2,1920,04,30,23,52,56. ,//,/////
3110000,1,1920,05,11,15,35,35. ,//,/////
3110000,3,1920,05,13,06,53,41. ,//,/////
3110000,1,1920,05,15,15,11,13. ,//,/////
3110000,1,1920,05,27,08,12,40. ,//,/////
3110000,1,1920,05,30,15,18,49. ,//,/////
3110000,1,1920,07,02,04,59,42. ,//,/////
3110000,2,1920,07,03,23,19,58. ,//,/////
3110000,2,1920,07,04,13,22,35. ,//,/////
3110000,1,1920,07,10,21,45,41. ,//,/////
