station,intensity,year,month,day,hour,minute,intensity_equip,acceleration_max_comb
7420634,1,2011,01,07,18,05,05,00040
7420634,1,2012,06,04,14,09,08,00088
7420634,2,2012,06,04,15,51,15,00202
7420634,2,2014,03,14,02,07,19,00053
7420634,2,2014,08,29,04,14,23,00099
7420634,3,2015,07,13,02,52,25,00094
7420634,1,2015,08,26,07,51,13,00051
7420634,2,2015,11,14,05,52,15,00031
7420634,3,2016,04,14,21,26,30,00355
7420634,2,2016,04,14,21,42,18,00101
7420634,2,2016,04,14,22,08,21,00146
7420634,2,2016,04,14,22,38,18,00104
7420634,1,2016,04,14,23,28,10,00058
7420634,1,2016,04,14,23,30,13,00052
7420634,2,2016,04,14,23,43,19,00105
7420634,3,2016,04,15,00,03,28,00248
7420634,1,2016,04,15,00,06,14,00060
7420634,1,2016,04,15,00,34,13,00054
7420634,1,2016,04,15,01,53,14,00058
7420634,1,2016,04,15,05,10,08,00055
7420634,1,2016,04,15,07,47,05,00058
7420634,4,2016,04,16,01,25,38,00762
7420634,1,2016,04,16,01,27,14,00079
7420634,1,2016,04,16,01,28,10,00049
7420634,1,2016,04,16,01,29,14,00049
7420634,2,2016,04,16,01,31,20,00126
7420634,1,2016,04,16,01,33,09,00041
7420634,1,2016,04,16,01,37,06,00050
7420634,1,2016,04,16,01,38,10,00044
7420634,2,2016,04,16,01,44,21,00145
7420634,2,2016,04,16,01,46,24,00154
7420634,1,2016,04,16,02,04,09,00042
7420634,2,2016,04,16,03,56,15,00075
7420634,1,2016,04,16,07,24,12,00042
7420634,1,2016,04,16,08,20,08,00045
7420634,1,2016,04,16,09,16,09,00034
7420634,2,2016,04,16,09,48,19,00110
7420634,1,2016,04,16,11,03,06,00050
7420634,2,2016,04,16,16,02,22,00157
7420634,1,2016,04,17,04,47,10,00031
7420634,1,2016,04,17,10,59,05,00029
7420634,1,2016,04,17,19,23,09,00041
7420634,2,2016,04,18,20,42,22,00091
7420634,3,2016,04,19,17,52,27,00240
7420634,2,2016,04,19,20,47,16,00116
7420634,1,2016,04,20,00,29,07,00038
7420634,1,2016,04,20,03,39,06,00039
7420634,1,2016,04,28,02,38,09,00065
7420634,1,2016,04,28,15,31,08,00032
7420634,1,2016,05,02,15,35,05,00030
7420634,1,2016,05,11,22,43,05,00042
7420634,2,2016,06,12,22,08,17,00087
7420634,1,2016,06,13,15,54,13,00045
7420634,1,2016,06,18,20,47,07,00040
7420634,1,2016,07,09,18,05,09,00057
7420634,2,2016,08,31,19,46,15,00096
7420634,1,2017,03,02,23,54,14,00044
7420634,1,2017,05,11,20,21,07,00042
7420634,2,2018,06,12,04,55,17,00045
7420634,1,2018,10,15,09,13,05,00042
7420634,1,2019,01,03,18,10,14,00083
7420634,1,2019,03,27,15,38,12,00034
7420634,1,2019,05,10,07,43,12,00028
7420634,3,2019,05,10,08,49,27,00151
7420634,1,2019,07,22,10,39,07,00041
